video,filament_id,observations,first_frame,last_frame,lifetime_min,mean_length_um,max_length_um,mean_span_length_um,mean_arc_length_um,length_change_rate_um_per_min,arc_trajectory_um,net_displacement_um,directionality,mean_speed_um_per_min,max_speed_um_per_min,speed_std_um_per_min,mean_z_plane_count,max_z_plane_count,z_spread_um,z_center_um,mean_intensity,sum_intensity,max_intensity,start_x_um,start_y_um,start_z_um,end_x_um,end_y_um,end_z_um
ch20_URA7_URA8_001_hyperstack_crop_09,4,3,46,48,30.0,1.1158030491001096,1.9754611688649462,1.0741961206328536,1.4787192294387987,0.0423393285698744,4.4361576883163965,0.49203658400570754,0.7410928444742888,0.022131126469709068,0.03826225293941825,0.01613112646970918,2.0,2,0.3,0.15,161.78888956705728,3361.0,192.0,19.44,21.659999999999997,0.12,19.109999999999996,22.02,0.18
ch20_URA7_URA8_001_hyperstack_crop_10,2,21,26,49,345.0,2.333219615176062,3.6099363703235374,2.896140962008602,5.160680757559822,0.0005411312466940853,108.37429590875627,0.523073806482763,0.021061512741429547,0.0720064469075942,0.2968281130509791,0.05825304279296495,4.142857142857143,5,1.2,0.3880119523603786,174.43786403111048,387598.0,280.0,15.10869565217391,19.356521739130432,0.41304347826086946,15.19342105263158,18.840789473684207,0.4342105263157895
ch20_URA7_URA8_001_hyperstack_crop_11,3,2,27,45,270.0,2.651570346825555,3.922796359681773,2.6368863296697893,8.770002483378937,-0.009416488984120135,17.540004966757873,0.7982973375007122,1.0,0.0029566568055581933,0.0029566568055581933,0.0,2.0,2,0.3,0.13235955056179777,162.15355682373047,19089.0,191.0,19.38539325842697,17.45056179775281,0.12471910112359552,18.87,18.06,0.13999999999999999
ch20_URA7_URA8_001_hyperstack_crop_11,4,5,3,49,690.0,2.3980958798012644,3.4423048264036953,2.469961379136488,4.858828450578672,0.0007513435373365819,24.29414225289336,0.26132791368655856,0.08421386578275031,0.014964582312609283,0.02341718655603721,0.009191061364260712,1.8,2,0.3,0.08541025641025642,165.91277770996095,26984.0,199.0,20.56153846153846,21.63230769230769,0.1430769230769231,20.30555555555555,21.677777777777788,0.11666666666666664
ch20_URA7_URA8_001_hyperstack_crop_12,2,5,30,34,60.0,2.6593385629831032,3.8237387051286533,3.2669953085117953,8.889100867352514,0.029473099082934322,44.445504336762575,2.3238052839539733,0.7153095282197114,0.054144515818616894,0.07366884722902597,0.01831448291524935,4.2,5,1.2,0.4239318535694682,150.71104736328124,103522.0,190.0,18.18333333333333,15.70833333333333,0.22499999999999995,19.907999999999998,14.192571428571434,0.582857142857143
ch20_URA7_URA8_001_hyperstack_crop_13,1,35,8,42,510.0,2.622367472417579,5.797854775349134,2.9250370669155257,5.662452542599189,-0.0027610224083119968,198.1858389909716,4.276047066204568,0.12183216122801464,0.06881931607922484,0.2041615658499076,0.042188350319328584,4.3428571428571425,5,1.2,0.3785545353066652,178.71269095284597,727865.0,321.0,19.069090909090907,11.269090909090908,0.22363636363636358,18.36,15.479999999999999,0.0
ch20_URA7_URA8_001_hyperstack_crop_15,2,17,31,47,240.0,3.0809168331481205,5.050844652506575,3.4953332178754364,5.590125683169238,0.007035682159070274,95.03213661387704,1.9187225870576217,0.16163488094500525,0.04946133779622444,0.09797820100040024,0.027541722514705845,4.764705882352941,5,1.2,0.45203098173529394,159.03995199764475,423120.0,213.0,17.635714285714286,18.27857142857143,0.02142857142857143,17.42844827586207,20.14137931034483,0.431896551724138
ch20_URA7_URA8_001_hyperstack_crop_16,2,21,8,49,615.0,1.5139662364341189,2.655257922465198,1.6231764167907388,2.699383497244596,0.0019611820264908786,56.68705344213651,2.451422714452107,0.15690136912669936,0.03057444931654918,0.06898336375756572,0.017541803707184386,3.857142857142857,5,1.2,0.5123871382851432,152.58683558872767,133632.0,182.0,12.326086956521738,7.943478260869566,0.4565217391304347,12.038888888888888,10.377777777777778,0.4222222222222221
ch20_URA7_URA8_001_hyperstack_crop_16,3,39,3,47,660.0,1.7384664455651175,4.867970083335769,2.0190500263211604,3.0537065093379843,3.3735833578659015e-05,119.09455386418138,1.1545376316331744,0.018601754871720177,0.0993414385405298,0.38697982743767123,0.08789264725625472,4.051282051282051,5,1.2,0.3927223207742826,172.3111036251753,482831.0,289.0,17.280000000000005,17.48,0.2699999999999999,17.297142857142852,18.625714285714285,0.12857142857142856
ch20_URA7_URA8_001_hyperstack_crop_17,2,24,4,48,660.0,1.3292564327227478,3.331156135227473,1.5973922618312135,2.6615356132851775,-0.0004092296187867495,63.87685471884426,0.8275239684549004,0.03108092515693922,0.05931824258280198,0.15137693784319228,0.041412372476140755,3.0833333333333335,5,1.2,0.3590522839232795,142.928804397583,99391.0,185.0,19.392857142857142,16.842857142857145,0.04285714285714286,20.2,16.75,0.19999999999999998
