video,filament_id,observations,max_consecutive_frames,first_frame,last_frame,lifetime_min,min_length_um,mean_length_um,max_length_um,length_std_um,length_range_um,mean_span_length_um,mean_arc_length_um,max_xy_slice_length_um,mean_linearity_r2,min_linearity_r2,mean_rod_fit_rmse_um,mean_rod_fit_diameter_um,mean_rod_fit_cv,start_dominant_plane,end_dominant_plane,plane_switch_count,start_angle_to_xy_deg,end_angle_to_xy_deg,start_angle_to_xz_deg,end_angle_to_xz_deg,rotation_angle_deg,total_rotation_deg,xy_to_xz_transition_score,length_change_rate_um_per_min,arc_trajectory_um,net_displacement_um,directionality,mean_speed_um_per_min,max_speed_um_per_min,speed_std_um_per_min,mean_z_plane_count,max_z_plane_count,z_spread_um,z_center_um,mean_intensity,sum_intensity,max_intensity,start_x_um,start_y_um,start_z_um,end_x_um,end_y_um,end_z_um
ch20_URA7_URA8_002_hyperstack_crop_25,1,30,21,6,46,600.0,0.7407094081103585,1.866163336429129,3.9495699440108614,0.7605809945875485,3.208860535900503,2.20417058778293,3.5460602988468892,7.225382515951024,0.6389035522318164,0.43386212864867096,0.38189767170621447,0.7637953434124289,0.22815555376846972,xy,xy,12,6.894409460151159,1.3747268588989683,59.6435667243266,27.293665467265072,87.84872465257955,638.4125552311848,-20.399256007113912,-0.0002732449698164661,106.38180896540668,1.6747880641107353,0.056163428839922994,0.0552472763953243,0.23810920847491424,0.04417439802157328,3.8666666666666667,5,1.2,0.35732977254533616,146.56942749023438,278827.0,207.0,20.983333333333334,12.100000000000001,0.1333333333333333,20.918181818181814,13.772727272727273,0.0818181818181818
ch20_URA7_URA8_002_hyperstack_crop_26,3,9,8,6,23,255.0,0.6666666666666682,1.4066748885878413,1.9925573216779622,0.4435834258500286,1.3258906550112939,1.605044919404148,2.1702522273442555,4.444345290635412,0.5520078153505135,0.45945945945945954,0.3653452372637297,0.7306904745274594,0.27269262562252733,xz,xy,4,33.18581148237679,1.0495830448829608e-13,30.466661836404782,44.999999999999076,33.96957505182746,138.3336780533084,-11.814188517622284,-0.0041166599219447,19.5322700460983,4.13061662488379,0.4216888325611543,0.06277012301223638,0.1436615513590482,0.047171145986229915,3.3333333333333335,5,1.2,0.31731792168561507,154.92911275227866,73853.0,218.0,18.16194690265487,13.869026548672565,0.5176991150442478,22.21764705882353,13.182352941176472,0.14117647058823526
ch20_URA7_URA8_002_hyperstack_crop_26,4,31,20,3,42,585.0,0.6666666666666682,1.8453797102829887,4.8143104070052125,0.8590557903314807,4.147643740338545,2.09909357311516,3.258512756888089,10.378820893453174,0.6057308024063484,0.46944565134591576,0.38559276392795033,0.7711855278559007,0.23426458494493582,xy,xy,18,4.340210450267699,9.30509374921885,73.41658381364024,11.675285612065409,61.83667918194388,950.3780304152697,-7.33507516179771,-0.0011323588751759978,101.01389546353076,0.8667213657744725,0.024332635445871137,0.07001650975305308,0.21674723014591832,0.05073007209366931,3.4838709677419355,5,1.2,0.30417352774232626,153.95496786794354,307144.0,223.0,19.18448275862069,21.09310344827586,0.22241379310344825,18.407142857142862,20.721428571428568,0.1285714285714286
ch20_URA7_URA8_002_hyperstack_crop_27,5,5,3,9,22,195.0,0.6621373042338718,1.4424712883000848,1.9413980311981212,0.4350288818315809,1.2792607269642493,1.5786929247712256,3.4754780179379017,6.614211129077793,0.6879957540877595,0.5749071662370451,0.28978650532592487,0.5795730106518497,0.21550179222698979,xz,yz,4,10.673018314161624,17.169185905711032,3.7285224860756427,65.32518339067748,73.43927933102611,257.49374409768257,-54.65216507651586,-0.005501837648143987,17.37739008968951,2.3176897169349338,0.3532056715583688,0.028984925489393,0.04186870768399197,0.012354072992237848,2.6,4,0.8999999999999999,0.15019172755708862,143.85511169433593,18273.0,166.0,20.602325581395352,23.14883720930232,0.23720930232558143,22.9125,23.2875,0.11249999999999999
ch20_URA7_URA8_002_hyperstack_crop_28,4,14,4,6,49,645.0,0.6535373831014637,1.999741370491167,3.6642778205866673,0.9728240642739191,3.010740437485204,2.0068866542709536,3.684630436956685,10.575943488613248,0.8235510353281741,0.5827539073885232,0.25285860697183754,0.5057172139436751,0.14768951361348207,xy,xy,3,4.218941384727869,0.40770202069892236,54.20217614151321,0.7301683748045151,55.22134559299924,459.99223835936897,3.488773009923354,0.0012733166723011807,51.58482611739359,2.7129367927887076,0.23888017873093798,0.028125089293786758,0.10894297328681392,0.026140366438817054,1.8571428571428572,3,0.6,0.0713893562047315,146.90207999093192,44435.0,171.0,20.733333333333334,26.03333333333333,0.03333333333333333,18.05625,25.59375,0.0375
ch20_URA7_URA8_002_hyperstack_crop_29,2,8,3,5,47,630.0,0.7187365986260931,0.9598251458315381,1.5682636945842796,0.25587551497565597,0.8495270959581865,1.0508933012493171,1.6601410028374775,6.798022919959837,0.5645398701718614,0.4575729438573674,0.26185164339690803,0.5237032867938161,0.2746699218499529,xy,yz,5,2.1677177620717822,19.839856054085377,25.500762809822344,61.52758018645736,86.34801252081282,297.6355940265336,-59.359862424385575,0.00029290400702683606,13.28112802269982,3.7554552157562786,0.7031965246479794,0.030990322334899283,0.10556186585571536,0.03313669786064797,2.75,4,0.8999999999999999,0.2376498800495279,153.96294593811035,25697.0,184.0,12.874999999999998,13.85,0.125,13.371428571428572,17.571428571428573,0.21428571428571427
ch20_URA7_URA8_002_hyperstack_crop_29,3,34,30,4,46,630.0,0.7423442429410708,3.3860508695481535,4.946748391110604,1.1433290766993156,4.204404148169533,3.8141054215049377,7.989060484483211,17.591132562159295,0.8017670335396885,0.624141042185911,0.45597796853804085,0.9119559370760817,0.14937084014938676,xy,xy,2,6.177483114358637,14.024278779577223,9.77431338305972,38.57379977129819,36.10805570346519,449.15858571292637,-32.396316656939554,0.002436548028855049,271.6280564724292,2.4980732402792762,0.07740312652843276,0.05180120103923214,0.15811773966257456,0.03826001780886329,3.6470588235294117,5,1.2,0.2899578828000838,158.1879855885225,849156.0,230.0,18.111111111111114,16.966666666666665,0.1222222222222222,16.448076923076925,18.819230769230767,0.3288461538461538
ch20_URA7_URA8_002_hyperstack_crop_30,3,6,5,36,49,195.0,0.6959313971932556,1.9147795134721575,2.811651027768436,0.7287504444256577,2.1157196305751804,1.9190222120573326,4.026849302283218,8.157323778153803,0.6908540033623232,0.47131391661705,0.3273015165624818,0.6546030331249636,0.20427102321023438,xy,xy,2,0.0,7.10082185766158,7.854318914507841,52.01651643841875,60.69055356635719,159.9509595861534,-52.01651643841875,-0.004051554781172465,24.161095813699312,3.684811104276113,0.598976548065738,0.06951349212378966,0.22263786644516237,0.08001724185389025,2.6666666666666665,4,0.8999999999999999,0.1839401973157825,151.96209971110025,32479.0,185.0,17.033333333333335,20.1,0.0,15.954545454545455,16.58181818181818,0.19090909090909092
ch20_URA7_URA8_002_hyperstack_crop_32,3,10,10,40,49,135.0,2.101008785265856,2.9949710755103482,3.8080657325405967,0.5405974254676245,1.7070569472747406,3.4296220670711994,6.232449268549147,15.59847033491435,0.7587488177809278,0.5992211065600788,0.45508484775097474,0.9101696955019495,0.15706767337812538,yz,yz,2,17.465611103924587,11.31345070233872,70.79180734689994,78.37786410365747,8.100536226423337,184.55182841812564,-60.912252999732885,0.004212888245516429,62.32449268549147,2.3930787166467655,0.3348823301226347,0.05293354536116246,0.12467314423676026,0.03536365294764088,4.9,5,1.2,0.4583438774746402,172.72235565185548,231140.0,235.0,14.065116279069766,15.03488372093023,0.35581395348837197,11.8125,14.228124999999999,0.3968749999999999
ch20_URA7_URA8_002_hyperstack_crop_32,4,5,4,26,36,150.0,1.012715863978565,1.5089998520809105,2.0974513701772786,0.3683859564749409,1.0847355061987136,1.6918462765101467,3.597075055864772,6.842557494393215,0.5803880045067001,0.5052260284597301,0.3688748803975117,0.7377497607950234,0.2492680785173093,xy,yz,3,12.614980162770864,4.676043737032365,49.306698268082535,84.97866870427897,41.10278358274234,127.80525948757392,-72.36368854150811,-0.00463715197804779,17.98537527932386,4.544184261277101,0.733927952501125,0.0432031998583828,0.08424250088562062,0.024555805879050072,3.2,4,0.8999999999999999,0.2615974025974025,163.1267852783203,39858.0,225.0,25.46590909090909,15.027272727272724,0.2522727272727272,20.942857142857143,14.599999999999998,0.15714285714285708
ch20_URA7_URA8_002_hyperstack_crop_33,6,31,17,11,49,570.0,0.868243142124461,2.6547789448219583,4.639708916120607,1.0212657557220908,3.7714657739961455,2.891340929795947,6.26099296387133,17.035561829289794,0.7145724020716913,0.4726606899879892,0.4387210333249866,0.8774420666499732,0.18318111015043867,xy,xy,6,7.519146697100832,1.2590619415656523,58.85380951373843,25.38441119043478,84.955372122281,611.5218043410046,-17.865264493333946,0.004105217766097133,194.09078188001124,2.984146104078708,0.10318542105710655,0.05422253818273034,0.13971179242817813,0.0335441716884946,3.4516129032258065,5,1.2,0.2917903094364534,159.78986087922127,557222.0,242.0,20.258823529411764,18.07058823529412,0.10588235294117647,17.350267379679146,18.65133689839572,0.4347593582887701
ch20_URA7_URA8_002_hyperstack_crop_35,3,20,6,8,42,510.0,0.8266232745633063,1.763788445915195,3.290435534029928,0.6956092971454567,2.4638122594666214,1.8826462016791434,3.347063146650659,9.456587742138808,0.7078594986330322,0.4891414978428024,0.301433343317037,0.602866686634074,0.19400674747696772,yz,xy,3,57.68994745145922,0.9320542799841477,29.03389759206069,42.639338923912234,61.33420873635342,517.4632781741442,15.050608527546984,0.0036975402085349346,66.94126293301318,3.5422865027864714,0.17649963764747587,0.03822388777739258,0.07941386684217619,0.02082762228917483,2.45,4,0.8999999999999999,0.17458631398304622,143.89025497436523,95764.0,184.0,19.3125,12.700000000000001,0.4749999999999999,17.94324324324324,15.948648648648646,0.1297297297297297
ch20_URA7_URA8_002_hyperstack_crop_36,1,19,14,1,23,330.0,0.6535373831014649,1.4704519476174505,4.02615430289997,0.6917858718809132,3.372616919798505,1.629671956233114,2.6073646569855944,9.821890941393919,0.5914171072766684,0.4338053251302026,0.3412032084120666,0.6824064168241332,0.2470468840289554,xy,xy,10,4.285037711775485,0.0,38.55237563767479,44.99999999999961,7.630418424426301,523.8729698722987,-40.71496228822412,-0.0011448645169561818,49.539928482726296,1.0136211741155468,0.055007804278612946,0.05862162793179166,0.1152768799687346,0.023762011450747945,3.736842105263158,5,1.2,0.3631403366011908,155.26052615517065,134675.0,202.0,20.87307692307692,12.634615384615383,0.14999999999999997,20.4375,13.537499999999998,0.0
ch20_URA7_URA8_002_hyperstack_crop_36,3,16,14,6,27,315.0,0.6666666666666643,1.1094662609090007,1.8284807011001099,0.3307094902062139,1.1618140344334456,1.2011694533122586,1.9108073396454324,3.8457395728982284,0.5615119476883773,0.4455459644475579,0.28678802665093495,0.5735760533018699,0.2674371551701838,xy,xy,2,15.498203754179878,0.0,37.04318213654464,82.98187826603677,46.385687352506984,442.34173817888677,-67.48367451185689,-0.00044067663934259436,30.572917434326918,7.197875607796106,0.5471851876544759,0.03527689944600556,0.06606088194579897,0.01566771576672488,2.6875,4,0.8999999999999999,0.18839333426430196,151.86917400360107,59910.0,192.0,22.585714285714285,17.24285714285714,0.14285714285714285,20.325,24.075,0.0
ch20_URA7_URA8_002_hyperstack_crop_37,3,13,4,14,49,525.0,0.7250739276052554,1.9950599765679233,3.4574838990978702,0.898194080600993,2.732409971492615,2.1879508361222784,3.9455677583478184,9.129182757274231,0.6650309471580508,0.43592606628129943,0.3876050520229569,0.7752101040459138,0.21273694945426813,xy,xy,2,3.5315693154477703,0.7562795425106107,18.59947369183808,14.291019025444374,33.18893213372129,455.6297374944455,-10.759449709996604,0.003858344617712913,51.29238085852164,1.8917852214766817,0.11752785076865112,0.05815938845098877,0.1107090697106642,0.028511074561957495,2.4615384615384617,4,0.8999999999999999,0.1558627800018682,164.3018305851863,114866.0,218.0,16.968749999999996,19.8375,0.13124999999999998,16.28041237113402,21.596907216494845,0.22886597938144332
ch20_URA7_URA8_002_hyperstack_crop_38,1,42,38,2,46,660.0,0.6952380952380954,2.1480624949084373,3.9012546014832603,0.807362761659191,3.206016506245165,2.455132121195131,4.133767654326045,12.734073622754854,0.7117442402011925,0.43113772455089827,0.3631168066208573,0.7262336132417146,0.19096516109555536,xy,xy,8,2.5741004368050127,4.712676512087074,11.372792983864725,41.629580684981825,53.6378374186991,1126.8203708183073,-39.05548024817681,0.0011334818960591964,173.61824148169387,0.3518022070701215,0.010071777740104551,0.053579874284769353,0.19341147845978537,0.04131532291410937,3.2142857142857144,5,1.2,0.26486866529023173,153.0993379865374,383936.0,276.0,11.775,15.150000000000004,0.17500000000000002,11.446153846153845,15.265384615384615,0.12692307692307692
ch20_URA7_URA8_002_hyperstack_crop_38,2,38,37,2,41,585.0,0.8328647326413117,1.6513678551405924,2.8001470316371644,0.2729200904179563,1.9672822989958527,1.926162290333928,2.903867387325564,6.401466595421806,0.5841956017533171,0.44310860045510475,0.3935034311595297,0.7870068623190594,0.2427946539137406,xy,xy,12,1.5847526202365048,6.524834438218775,86.08647590409937,39.308747595322004,46.9277619628796,514.9744796358541,-37.723994975085496,-0.0008750747629475093,110.34696071837143,2.0651521481628774,0.09455443548117828,0.03717213398781688,0.06887866309430041,0.014761465701038777,3.8684210526315788,5,1.2,0.32601106310236344,165.82257843017578,368266.0,302.0,26.08888888888889,16.477777777777778,0.13333333333333333,27.450000000000003,14.924999999999997,0.09999999999999999
ch20_URA7_URA8_002_hyperstack_crop_38,4,21,19,5,33,420.0,0.8789821823116768,1.190892226115971,1.6510872551067695,0.20681331954316046,0.7721050727950927,1.3189315350388904,2.4844412211022098,5.575658395514605,0.5055538929991465,0.4121511298639966,0.3457757602879042,0.6915515205758084,0.2921929544086551,xy,xy,11,16.534766715667278,4.266258245452644,61.17551297074811,70.31848796431828,44.08910455301247,1005.6128183783146,-53.783721248651005,-0.0010378686231845504,52.17326564314641,3.8579416161359292,0.2914185732054731,0.034248246700852594,0.06403516230831698,0.014973020200804439,3.380952380952381,4,0.8999999999999999,0.2780269401101001,158.42964971633185,118440.0,234.0,21.17027027027027,20.14864864864865,0.2837837837837837,18.27,22.68,0.03
ch20_URA7_URA8_002_hyperstack_crop_40,3,4,3,6,47,615.0,0.7542472332656509,1.5665049584112092,2.8285022751749254,0.7733630407250947,2.0742550419092742,1.793045997995858,2.9202088552574397,6.260308146941986,0.6734941260549735,0.5961586256768447,0.30625348071228087,0.6125069614245617,0.2183397922807212,xy,xy,0,0.20963909629372793,1.989733008189977e-14,35.560582993223775,45.00000000000023,9.441449441498971,27.99876069262261,-44.7903609037065,-0.0007285401906472706,11.680835421029759,1.4398260914269263,0.5360238203788986,0.042141439916608285,0.06980582607122637,0.029426457667325427,2.5,3,0.6,0.1837137330754352,149.70954132080078,25817.0,180.0,15.354545454545457,22.97727272727273,0.12272727272727271,14.299999999999999,21.999999999999996,0.2
ch20_URA7_URA8_002_hyperstack_crop_41,2,24,24,26,49,345.0,1.2146828627964763,2.8389765838419136,4.497943911064526,0.6788249290550911,3.28326104826805,3.2386984498135067,6.548005468474776,12.109025528300418,0.7111167129929138,0.5785564046221287,0.49704549060854125,0.9940909812170825,0.1816346226669369,xy,xy,0,22.273082774821198,2.146231742074584,36.81874584148878,26.369377971003814,67.7145697408389,462.90334979704954,-4.096295196182616,0.006394443955333691,157.15213124339462,2.070719287432979,0.12650415438714951,0.04744575322594928,0.10450635093240919,0.026129584526557698,4.041666666666667,5,1.2,0.3366842782310244,156.1007162729899,504026.0,207.0,15.75,17.2,0.25,17.34,18.519428571428573,0.38742857142857157
ch20_URA7_URA8_002_hyperstack_crop_44,2,9,6,3,32,435.0,1.3737802993248542,3.0466966566642655,4.311096060147444,0.8437763168233935,2.93731576082259,3.3663938476278834,11.129178277094967,25.480454000844137,0.7116349173647917,0.5038152974547908,0.5276745887886604,1.0553491775773207,0.18075605406329132,xy,xy,4,2.518664685564781,0.052756938955156985,29.720382119474973,1.7506301108800153,31.58845744784721,204.933662947868,0.7680345746847659,0.0012056004477981033,100.1626044938547,1.7209271150698389,0.146388435325883,0.08851065917260924,0.2143396817635652,0.07021856806244525,4.444444444444445,5,1.2,0.38489313430081523,176.18773566351996,253139.0,291.0,16.306250000000002,15.871875000000001,0.36250000000000004,15.019512195121951,14.729268292682924,0.3439024390243903
ch20_URA7_URA8_002_hyperstack_crop_45,1,29,26,19,48,435.0,1.092702213513044,2.558641452589987,4.528659449621165,0.8509513820064197,3.4359572361081216,2.8902740721296984,5.908589580370585,16.239604164757708,0.6671508821183919,0.4434660862774142,0.4806162920700445,0.961232584140089,0.20303081407587287,xy,xy,4,10.533342257506881,3.9731315930768107,38.2583931805529,20.30633297614647,59.20224983280176,368.227913527313,-9.77299071863959,-0.0030413157593090446,171.34909783074696,3.989067602176212,0.18867161314422265,0.047429846103559874,0.14063993440714484,0.0287293346624345,4.448275862068965,5,1.2,0.4441623380169244,189.18492547396957,781747.0,364.0,18.975609756097562,13.424390243902437,0.3317073170731707,18.717391304347824,17.399999999999995,0.13043478260869562
ch20_URA7_URA8_002_hyperstack_crop_45,2,12,12,6,17,165.0,1.425706263003129,2.9934906012753064,3.9354413985545045,0.6252740616804596,2.5097351355513755,3.312929454578804,8.00606626429193,15.755668007091636,0.751724937430518,0.6492805142458117,0.481779199597072,0.963558399194144,0.16374701356806934,xy,xy,2,5.664453077598521,1.2117032993684396,76.67220878340984,84.43176966191652,7.990688219829162,281.23684510347726,-78.767316584318,0.009059943472317302,96.07279517150316,2.503986252328281,0.3568630686211728,0.042525202496212194,0.09490343927213353,0.025100971924042505,3.3333333333333335,4,0.8999999999999999,0.23149551282771144,169.22414016723633,263533.0,213.0,14.686956521739129,13.173913043478262,0.11739130434782608,13.435074626865672,15.34029850746269,0.21492537313432844
ch20_URA7_URA8_002_hyperstack_crop_46,3,27,8,6,49,645.0,0.8387209424898763,2.3218044971353864,6.546380007726965,1.4491877002719664,5.707659065237088,2.455521722077942,5.0305630275354245,13.725674279554061,0.6689161874550806,0.4454607636228615,0.3974656631857562,0.7949313263715124,0.20750421600325739,xy,xy,11,18.88564009272399,11.622537165602095,62.48248639272575,34.412176556398784,33.8835794721721,1198.2952558391628,-15.526536463674795,-6.565471813083792e-05,135.82520174345646,4.291391961871369,0.10318014509528116,0.07294839348323695,0.2623568801953255,0.05483359879415321,3.4814814814814814,5,1.2,0.2892355710304788,147.10326639811197,256550.0,206.0,20.053846153846152,19.54615384615385,0.5538461538461539,17.141538461538463,16.412307692307692,0.2169230769230769
ch20_URA7_URA8_002_hyperstack_crop_47,3,9,4,3,29,390.0,0.7210622469846963,1.196096881935515,1.75138180117481,0.3704403080229428,1.0303195541901136,1.350960056172259,2.3669038200815136,5.875658395514628,0.5864892346471512,0.47866021425891764,0.3010024716502615,0.602004943300523,0.2579468873426387,xz,yz,4,16.909908687251587,14.872440648471215,3.4945783880567536,75.1275593515288,89.0978811109702,287.47602077176634,-58.217650664277215,-0.0008774474611904632,21.302134380733623,1.805683275541779,0.28391115035967357,0.02960109866670798,0.05471009172144771,0.01610863820318178,2.5555555555555554,3,0.6,0.16333694215186834,149.15667894151477,39195.0,205.0,19.393548387096775,17.322580645161292,0.23225806451612896,18.119999999999997,18.6,0.15
ch20_URA7_URA8_002_hyperstack_crop_47,4,24,16,6,49,645.0,0.8388507617010367,1.5985887393996336,2.643215010944641,0.4855826410804918,1.804364249243604,1.7578393278121573,2.8951628960294653,8.670086305881258,0.5949453479554233,0.4365369387026279,0.3695863444530049,0.7391726889060098,0.24613158703351737,xy,xy,14,14.063798079248754,4.836857607535009,28.161125923628664,8.620853108389833,22.168417787029174,875.2096905295995,5.442944970858921,-0.000309733167103762,69.48390950470717,3.8503811769607443,0.23186726408497224,0.03626979084350916,0.09779272664743517,0.022632887339306823,3.5,5,1.2,0.27864057664141,144.1759344736735,168836.0,194.0,20.572881355932207,24.096610169491523,0.26949152542372884,18.531818181818185,20.836363636363636,0.09545454545454546
ch20_URA7_URA8_002_hyperstack_crop_48,5,47,27,2,49,705.0,0.9987302868237492,2.9723778747466234,4.881095676216075,0.9663462786852932,3.882365389392326,3.368470494279483,6.059342910802539,16.36957387261654,0.7164999143719265,0.5025952267273325,0.4908070340126311,0.9816140680252622,0.17853169877566175,xy,xy,11,13.125009767857302,12.293052450627698,37.77461941407806,52.26749098023224,14.717546454249794,1601.2193878580374,-39.14248121237494,0.0007070965607531745,284.7891168077193,4.570525375014398,0.10634601759261261,0.060293740335874466,0.138743006122214,0.033859270001796414,4.617021276595745,5,1.2,0.42497398126836505,165.04670682866524,1182609.0,277.0,20.457446808510642,16.882978723404253,0.2808510638297872,16.455652173913045,19.08782608695652,0.3991304347826087
ch20_URA7_URA8_002_hyperstack_crop_49,2,10,5,3,13,150.0,0.7378647873726201,1.368920331751399,2.008672765501922,0.3240064394160164,1.270807978129302,1.4717128952873526,2.6858043815352444,4.232539737320629,0.5719677570945002,0.47740274455337267,0.33994788032126194,0.6798957606425239,0.2550478660556105,xz,xy,3,26.200592402943446,2.5144492540340113e-16,20.84300060149932,71.56505117707786,85.57948752858334,348.5181674404317,-45.36445877413442,-0.005193654487615631,26.858043815352442,1.5337160661754192,0.32195023670811335,0.034647381982345064,0.10458365269969902,0.02783171354883345,3.1,4,0.8999999999999999,0.23285031324489794,144.11831665039062,55039.0,174.0,19.482608695652175,18.178260869565214,0.3434782608695651,20.474999999999998,17.025,0.15
ch20_URA7_URA8_002_hyperstack_crop_51,3,40,18,6,49,645.0,0.6666666666666663,2.00872376076068,3.456340039383372,0.6504196159149456,2.789673372716706,2.2096235297673283,4.274371527865061,10.219651408390053,0.6764335157405602,0.5048716922961621,0.3816781884491912,0.7633563768983824,0.2009015777481123,xy,xz,5,3.3474928765307443,9.043591629087066,32.6741101292464,3.784560149520241,29.2793063176096,1259.1605521033553,-0.43706727298949666,-0.0008985571851272154,170.97486111460245,2.1974535468212104,0.0627022757894598,0.055870678413819805,0.19987065263886672,0.03618035892595197,2.95,5,1.2,0.20524420725114592,152.95124320983888,393015.0,224.0,18.804255319148933,15.373404255319146,0.1819148936170213,16.65164835164835,14.940659340659343,0.27032967032967026
ch20_URA7_URA8_002_hyperstack_crop_51,6,23,12,2,45,645.0,0.6648546803864331,1.6869586829545369,2.94493637809412,0.6444962895940025,2.2800816977076868,1.8162089363697578,3.737392252163198,7.688040300298513,0.64518761433743,0.4879153485880047,0.34636204699529005,0.6927240939905801,0.22519534761980609,xy,yz,5,0.6119969569263244,18.43494882292194,15.943271166295844,71.56505117707808,75.09531334522234,966.3693916902108,-70.95305422015176,-0.001979297132867214,85.96002179975356,0.9201171448969093,0.025257778721346023,0.09542287702990668,0.23155064064066544,0.07362105439067515,2.739130434782609,5,1.2,0.19983376283267495,152.6787288499915,177761.0,207.0,19.14590163934426,21.516393442622956,0.12295081967213113,19.95,21.959999999999997,0.18
ch20_URA7_URA8_002_hyperstack_crop_52,2,10,7,1,11,150.0,0.8239742739401046,2.240342442656265,4.353115924497325,1.1864322800708313,3.52914165055722,2.411201488676708,4.151858403271995,9.01670466558868,0.7321068954347149,0.5513913809218368,0.3392876628338792,0.6785753256677584,0.181345554187305,xy,yz,3,3.67238768065457,43.58221357332704,20.720394427203644,31.62376480049301,45.889076783848054,273.0821788044699,-27.95137711983844,-0.015188891414634573,41.51858403271995,0.7956639658642803,0.15660004923040072,0.03590158243118028,0.10924197577788901,0.027927246517601735,3.5,4,0.8999999999999999,0.2523705644187938,157.593505859375,70691.0,189.0,22.50606060606061,12.136363636363637,0.19090909090909097,21.7304347826087,12.169565217391304,0.3652173913043478
ch20_URA7_URA8_002_hyperstack_crop_52,3,26,24,6,34,420.0,0.9428090415820657,1.9229138179825835,3.361136642818115,0.5622635589053172,2.418327601236049,2.145852052019338,3.296396661272327,6.681454297352145,0.6807006165132395,0.44603833553500466,0.3645677627153673,0.7291355254307346,0.1974891475915833,xy,xy,2,27.772337086746795,2.0235271741041103,27.93459605206485,26.006116130856476,30.339709057632607,407.0398669541152,1.7662209558903186,-0.001885499016361482,85.7063131930805,2.591197641134217,0.14164045665036165,0.04495540114196772,0.11104226649387601,0.023244373941405518,3.1153846153846154,5,1.2,0.22364086768232785,145.94737243652344,224319.0,205.0,18.73285714285714,15.672857142857142,0.3599999999999998,21.166666666666668,16.5,0.03333333333333333
ch20_URA7_URA8_002_hyperstack_crop_55,7,19,9,16,49,495.0,0.6666666666666655,2.6319449581489125,5.157668434134938,1.2029661133366751,4.491001767468273,2.8543886929695774,5.7652040359279715,16.07895671450337,0.6663432304541823,0.4592677925943658,0.4523405997763349,0.9046811995526698,0.20341116313377738,xy,yz,8,3.1840647371982462,22.620889600419527,12.697667424242738,66.27048146552656,70.255492795585,542.2055790403851,-63.08641672832831,-4.846649658580523e-05,109.53887668263145,1.1667003650480812,0.059659404416671356,0.058858963986119055,0.1404629477996581,0.0416891922891937,3.736842105263158,5,1.2,0.30217048353131953,175.76181030273438,292448.0,285.0,14.544827586206894,18.817241379310346,0.041379310344827586,14.517647058823528,17.74313725490196,0.49607843137254903
ch20_URA7_URA8_002_hyperstack_crop_55,8,7,4,32,40,120.0,1.0322982162875323,2.4455562348764404,4.701016385282614,1.1141496856505035,3.6687181689950816,2.584268422529721,5.749525452467842,18.47053458820873,0.697039341933684,0.5251547649438959,0.4060646199417495,0.812129239883499,0.18959242853669972,xy,xy,2,2.211542790298808,12.316555648422815,7.58515399397891,21.914357504181822,17.8608471621079,151.3251081825987,-19.702814713883015,0.008009217477987485,40.246678167274894,0.6018233554154995,0.08921315372383903,0.06206424916604847,0.13004634270806942,0.035639598975972256,3.5714285714285716,4,0.8999999999999999,0.24749832236193084,162.7276611328125,87873.0,207.0,13.322727272727274,22.268181818181816,0.14999999999999997,12.880645161290321,22.659677419354832,0.2661290322580645
ch20_URA7_URA8_002_hyperstack_crop_57,1,17,17,33,49,240.0,0.7842118745184293,2.0034259910699435,2.785929646632599,0.5010396986013822,2.0017177721141697,2.220632415707494,3.9041507442505234,15.070331059825337,0.659252828421172,0.4648848301110544,0.410291203567851,0.820582407135702,0.2113447000657168,xy,xy,0,10.02838172357587,7.796213003169326,59.033422150826,66.57938128678165,50.98316481620602,334.2076245532698,-56.550999563205785,0.0035220094596221533,66.3705626522589,0.5802902828516128,0.0566005193505569,0.04271826842388499,0.0891253963682569,0.02112079091163828,2.7058823529411766,4,0.8999999999999999,0.16966675396572342,145.64680660472197,160809.0,176.0,18.21428571428571,21.085714285714285,0.21428571428571427,18.147058823529413,21.658823529411762,0.15294117647058822
ch20_URA7_URA8_002_hyperstack_crop_57,4,29,16,17,49,480.0,0.8137251230011857,1.8066552705026662,3.713942722870202,0.712093631292539,2.9002175998690163,2.004487248103084,3.44170856469574,8.914589568436416,0.5938995670565831,0.4388974746340941,0.40163844246389824,0.8032768849277965,0.2397413891318772,xy,xy,10,3.335587135121015,11.1191099723885,35.70795354019415,20.88801069785153,16.319549603937947,1126.887265792021,-17.552423562730517,-0.0017195286886048076,99.80954837617647,0.9751093415085352,0.040225351727236826,0.052953440800948014,0.13354867787536115,0.027225090470550686,3.586206896551724,5,1.2,0.27578096311665135,150.58935915190597,311211.0,255.0,19.193877551020407,26.6265306122449,0.14693877551020407,18.488372093023255,25.960465116279064,0.2441860465116279
